protocol_type,service,flag,land,logged_in,is_host_login,is_guest_login,duration,src_bytes,dst_bytes,wrong_fragment,urgent,hot,num_failed_logins,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,Label
icmp,eco_i,SF,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,255,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,Probe
tcp,imap4,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,250,86,0.34,0.01,0.0,0.02,1.0,1.0,0.0,0.0,Probe
udp,private,SF,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,254,1.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,R2L
tcp,pop_3,SF,0,1,0,0,4,28,93,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,142,125,0.87,0.02,0.01,0.02,0.0,0.0,0.07,0.0,R2L
tcp,pop_3,SF,0,1,0,0,5,32,93,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15,16,1.0,0.0,0.07,0.12,0.0,0.0,0.0,0.0,R2L
tcp,ftp,SF,0,1,0,1,282,158,597,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,72,0.28,0.03,0.0,0.0,0.05,0.0,0.02,0.0,R2L
tcp,other,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,1,0.17,1.0,0.82,0.0,0.0,1.0,0.0,255,1,0.0,0.91,0.0,0.0,0.14,1.0,0.86,0.0,Probe
tcp,pop_3,RSTO,0,1,0,0,2,0,36,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0.0,0.0,1.0,1.0,0.5,1.0,1.0,125,59,0.26,0.04,0.01,0.03,0.02,0.02,0.9,0.98,Probe
tcp,ftp_data,SF,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,21,1.0,0.0,1.0,0.19,0.0,0.0,0.0,0.0,R2L
tcp,sunrpc,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.0,0.0,0.5,1.0,0.5,1.0,1.0,191,48,0.18,0.03,0.01,0.04,0.01,0.0,0.88,1.0,Probe
udp,private,SF,0,0,0,0,0,105,147,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,140,139,0.99,0.01,0.01,0.0,0.0,0.0,0.0,0.0,R2L
tcp,pop_3,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.0,0.0,1.0,1.0,0.33,1.0,1.0,143,64,0.25,0.02,0.01,0.03,0.0,0.0,0.84,1.0,Probe
udp,other,SF,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,450,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,255,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Probe
tcp,imap4,RSTO,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.0,0.0,1.0,1.0,0.5,1.0,1.0,255,36,0.14,0.03,0.0,0.0,0.0,0.0,0.5,0.97,Probe
tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,0.0,1.0,1.0,0.5,1.0,0.0,255,1,0.0,0.43,0.09,0.0,0.0,0.0,0.1,1.0,Probe
udp,private,SF,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,253,0.99,0.01,0.01,0.0,0.0,0.0,0.0,0.0,R2L
tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,1,0.1,0.0,0.9,1.0,0.01,1.0,0.0,255,1,0.0,0.63,0.0,0.0,0.07,0.0,0.55,1.0,Probe
udp,private,SF,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,123,1,0.0,0.0,0.0,0.0,0.01,0.64,0.0,255,1,0.0,0.86,1.0,0.0,0.0,0.0,0.0,0.0,Probe
tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,1,0.06,0.0,0.94,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,Probe
tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,1,0.01,0.0,0.97,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.0,0.0,0.97,1.0,Probe
udp,private,SF,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.0,0.0,0.0,0.0,0.75,0.5,0.0,255,254,1.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,R2L
tcp,pop_3,SF,0,1,0,0,4,32,93,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,240,0.94,0.02,0.0,0.0,0.0,0.0,0.02,0.0,R2L
tcp,imap4,RSTO,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.0,0.0,1.0,1.0,0.33,1.0,1.0,112,59,0.25,0.04,0.01,0.03,0.0,0.0,0.88,0.98,Probe
tcp,ftp_data,SF,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23,10,0.17,0.09,0.17,0.3,0.0,0.0,0.0,0.0,R2L
tcp,pop_3,SF,0,1,0,0,4,27,93,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,67,65,0.96,0.03,0.01,0.03,0.0,0.0,0.0,0.0,R2L
udp,private,SF,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,41,1,0.0,0.0,0.0,0.0,0.02,0.95,0.0,255,1,0.0,0.66,0.92,0.0,0.0,0.0,0.08,0.0,Probe
udp,private,SF,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,374,374,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,R2L
udp,private,SF,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,151,1,0.0,0.0,0.0,0.0,0.01,0.9,0.0,255,1,0.0,0.94,1.0,0.0,0.0,0.0,0.0,0.0,Probe
tcp,pop_3,SF,0,1,0,0,4,30,93,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,254,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,R2L
udp,other,SF,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0.2,1.0,0.0,255,1,0.0,0.44,1.0,0.0,0.0,0.0,0.0,0.0,Probe
tcp,pop_3,SF,0,1,0,0,4,32,93,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,249,0.98,0.01,0.0,0.0,0.0,0.0,0.0,0.0,R2L
udp,private,SF,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,254,1.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,R2L
tcp,pop_3,SF,0,1,0,0,0,30,217,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,171,15,0.09,0.03,0.01,0.0,0.0,0.0,0.0,0.0,R2L
udp,private,SF,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,253,0.99,0.01,0.01,0.0,0.0,0.0,0.0,0.0,R2L
tcp,ftp,SF,0,1,0,1,282,160,597,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,20,0.08,0.02,0.0,0.0,0.56,0.0,0.02,0.0,R2L
tcp,imap4,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1.0,1.0,0.0,0.0,1.0,0.0,1.0,74,86,0.34,0.04,0.01,0.03,1.0,1.0,0.0,0.0,Probe
tcp,pop_3,SF,0,1,0,0,4,32,93,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,200,0.78,0.02,0.0,0.0,0.0,0.0,0.07,0.0,R2L
udp,private,SF,0,0,0,0,0,105,147,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,247,0.97,0.01,0.01,0.0,0.0,0.0,0.0,0.0,R2L
tcp,pm_dump,SF,0,0,0,0,0,44,192,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0.0,0.0,0.6,0.0,0.2,0.8,1.0,255,11,0.04,0.02,0.0,0.0,0.0,0.0,0.13,0.0,Probe
tcp,telnet,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1.0,0.4,0.0,0.2,1.0,0.0,0.7,76,86,0.34,0.04,0.03,0.03,1.0,1.0,0.0,0.0,Probe
udp,private,SF,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,R2L
udp,private,SF,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73,1,0.0,0.0,0.0,0.0,0.01,0.89,0.0,255,1,0.0,0.65,0.99,0.0,0.0,0.0,0.01,0.0,Probe
tcp,pop_3,RSTO,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.0,0.0,0.67,1.0,0.33,1.0,0.0,255,37,0.15,0.03,0.0,0.0,0.0,0.0,0.51,1.0,Probe
tcp,ftp,SF,0,1,0,1,283,158,597,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,70,0.27,0.03,0.0,0.0,0.06,0.0,0.02,0.0,R2L
tcp,pop_3,SF,0,1,0,0,4,30,93,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,222,0.87,0.04,0.0,0.0,0.0,0.0,0.0,0.0,R2L
tcp,ftp,SF,0,1,0,1,284,162,599,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,16,0.06,0.94,0.0,0.0,0.0,0.0,0.94,0.0,R2L
tcp,ftp_data,SF,0,0,0,0,280,283618,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6,22,1.0,0.0,1.0,0.14,0.0,0.0,0.0,0.0,R2L
tcp,ftp,SF,0,1,0,1,282,164,599,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,21,0.08,0.02,0.0,0.0,0.56,0.0,0.02,0.0,R2L
tcp,telnet,SF,0,0,0,0,1,24,613,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0.0,0.0,0.75,0.5,0.5,0.75,0.5,140,87,0.3,0.04,0.01,0.02,0.01,0.0,0.91,0.66,Probe
tcp,other,RSTOS0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1,0.0,0.0,1.0,1.0,0.02,1.0,0.0,4,1,0.25,0.75,0.25,0.0,0.0,0.0,0.25,1.0,Probe
icmp,eco_i,SF,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3,147,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,Probe
tcp,ftp,SF,0,1,0,1,281,158,593,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,95,0.37,0.03,0.0,0.0,0.0,0.0,0.0,0.0,R2L
tcp,pop_3,SF,0,1,0,0,4,32,93,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,217,0.85,0.02,0.0,0.0,0.0,0.0,0.07,0.0,R2L
tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,1,0.14,0.0,0.86,1.0,0.0,1.0,0.0,255,1,0.0,0.91,0.0,0.0,0.13,0.0,0.87,1.0,Probe
udp,other,SF,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,285,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,255,1,0.0,1.0,0.99,0.0,0.0,0.0,0.0,0.0,Probe
udp,private,SF,0,0,0,0,0,105,147,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.5,1.0,0.0,255,254,1.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,R2L
tcp,ftp,SF,0,1,0,1,282,162,599,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20,17,0.85,0.1,0.05,0.0,0.0,0.0,0.0,0.0,R2L
tcp,ftp,SF,0,1,0,1,282,162,597,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,19,0.07,0.02,0.0,0.0,0.58,0.0,0.02,0.0,R2L
tcp,pop_3,SF,0,1,0,0,8,30,93,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,211,0.83,0.02,0.0,0.0,0.0,0.0,0.04,0.0,R2L
tcp,imap4,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1.0,1.0,0.0,0.0,1.0,0.0,1.0,34,86,0.35,0.09,0.03,0.03,1.0,1.0,0.0,0.0,Probe
tcp,ftp,SF,0,0,0,1,1,26,157,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,67,37,0.55,0.06,0.01,0.0,0.0,0.0,0.0,0.0,R2L
tcp,telnet,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0.0,0.0,1.0,1.0,1.0,0.0,1.0,151,86,0.34,0.03,0.01,0.02,0.0,0.0,0.88,0.7,Probe
tcp,pop_3,SF,0,1,0,0,4,30,93,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,232,0.91,0.02,0.0,0.0,0.0,0.0,0.02,0.0,R2L
tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,1,0.04,0.0,0.95,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.04,0.0,0.96,1.0,Probe
tcp,pop_3,SF,0,1,0,0,4,32,93,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,241,0.95,0.02,0.0,0.0,0.0,0.0,0.02,0.0,R2L
tcp,imap4,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0.0,0.0,0.5,1.0,0.5,1.0,1.0,255,64,0.25,0.01,0.0,0.0,0.0,0.0,0.66,1.0,Probe
tcp,pop_3,SF,0,1,0,0,4,32,93,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,226,0.89,0.02,0.0,0.0,0.0,0.0,0.08,0.0,R2L
tcp,imap4,SF,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0.0,0.0,0.33,0.5,0.33,1.0,1.0,70,34,0.01,0.07,0.01,0.06,0.0,0.0,0.01,0.97,Probe
tcp,ftp,SF,0,1,0,1,283,160,597,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21,18,0.86,0.1,0.05,0.0,0.0,0.0,0.0,0.0,R2L
tcp,pop_3,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.0,0.0,0.75,1.0,0.25,0.75,0.0,255,64,0.25,0.01,0.0,0.0,0.0,0.0,0.66,1.0,Probe
tcp,ftp,SF,0,1,0,1,282,161,597,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,52,29,0.56,0.06,0.02,0.0,0.0,0.0,0.0,0.0,R2L
tcp,http_443,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,0.0,1.0,1.0,0.5,1.0,0.0,255,1,0.0,0.87,0.85,0.0,0.0,0.0,0.86,1.0,Probe
tcp,pop_3,SF,0,1,0,0,4,30,93,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,246,0.96,0.01,0.0,0.0,0.0,0.0,0.0,0.0,R2L
tcp,pop_3,RSTO,0,1,0,0,1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0.0,0.0,1.0,1.0,0.33,1.0,1.0,198,58,0.23,0.03,0.01,0.03,0.0,0.0,0.87,1.0,Probe
tcp,telnet,RSTO,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0.0,0.33,1.0,0.5,0.67,0.67,0.67,255,144,0.56,0.02,0.0,0.0,0.0,0.0,0.45,0.32,Probe
tcp,private,SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,105,1,0.01,1.0,1.0,0.0,1.0,1.0,0.0,0.0,Probe
tcp,ftp_data,SF,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,R2L
tcp,pop_3,SF,0,1,0,0,4,28,93,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,162,0.64,0.02,0.0,0.0,0.0,0.0,0.13,0.0,R2L
tcp,telnet,SF,0,0,0,0,0,122,174,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,118,0.46,0.02,0.0,0.0,0.0,0.0,0.01,0.03,R2L
tcp,pop_3,SF,0,1,0,0,4,28,93,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33,33,0.97,0.06,0.03,0.06,0.0,0.0,0.0,0.0,R2L
udp,private,SF,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R2L
tcp,telnet,SF,0,0,0,0,0,118,174,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,R2L
tcp,pop_3,SF,0,1,0,0,4,31,93,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,0.0,0.5,0.0,0.5,1.0,0.0,255,231,0.91,0.02,0.0,0.0,0.0,0.0,0.06,0.0,R2L
tcp,telnet,SF,0,0,0,0,1,24,306,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.0,0.0,0.67,0.0,0.33,1.0,0.0,225,90,0.35,0.02,0.0,0.02,0.01,0.01,0.86,0.63,Probe
tcp,other,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,1,0.05,1.0,0.95,0.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.05,1.0,0.95,0.0,Probe
tcp,telnet,SF,0,0,0,0,0,124,174,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,134,0.53,0.02,0.0,0.0,0.0,0.0,0.02,0.03,R2L
tcp,telnet,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0.0,0.18,1.0,0.55,1.0,0.0,0.64,17,86,0.35,0.29,0.06,0.02,0.0,0.0,0.82,0.71,Probe
udp,private,SF,0,0,0,0,0,105,147,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70,69,0.99,0.03,0.03,0.0,0.0,0.0,0.0,0.0,R2L
tcp,sunrpc,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0.0,0.0,1.0,1.0,1.0,0.0,1.0,255,18,0.07,0.03,0.0,0.0,0.0,0.0,0.4,1.0,Probe
tcp,pop_3,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,0.0,0.0,1.0,0.95,0.33,1.0,1.0,73,60,0.26,0.07,0.01,0.03,0.0,0.0,0.89,1.0,Probe
udp,private,SF,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,144,1,0.0,0.0,0.0,0.0,0.01,0.98,0.0,255,1,0.0,0.99,1.0,0.0,0.0,0.0,0.0,0.0,Probe
tcp,pop_3,SF,0,1,0,0,4,28,93,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,46,45,0.96,0.04,0.02,0.04,0.0,0.0,0.0,0.0,R2L
tcp,ftp,SF,0,1,0,1,282,162,599,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16,6,0.38,0.19,0.06,0.0,0.0,0.0,0.0,0.0,R2L
tcp,ftp_data,SF,0,0,0,0,281,283618,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,20,1.0,0.0,1.0,0.15,0.0,0.0,0.0,0.0,R2L
tcp,telnet,RSTO,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0.0,0.12,1.0,0.79,1.0,0.0,0.96,53,27,0.51,0.06,0.02,0.0,0.0,0.0,0.64,0.3,Probe
tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.16,0.0,0.84,1.0,0.0,1.0,0.0,255,1,0.0,0.94,0.0,0.0,0.15,0.0,0.85,1.0,Probe
tcp,ftp,SF,0,1,0,1,281,162,599,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,1,0.0,0.08,0.0,0.0,0.0,0.0,1.0,0.0,R2L
tcp,telnet,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0.0,0.0,1.0,0.88,0.25,1.0,0.88,193,84,0.33,0.03,0.01,0.02,0.0,0.0,0.88,0.67,Probe
tcp,ftp,SF,0,1,0,1,283,162,599,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,99,0.39,0.03,0.01,0.0,0.02,0.0,0.01,0.0,R2L
tcp,telnet,RSTO,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.75,0.5,0.5,0.75,0.5,129,85,0.33,0.04,0.01,0.02,0.0,0.0,0.89,0.69,Probe
tcp,telnet,SF,0,0,0,0,0,121,174,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,39,0.15,0.02,0.0,0.0,0.0,0.0,0.01,0.05,R2L
udp,private,SF,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,94,1,0.0,0.0,0.0,0.0,0.01,0.96,0.0,255,1,0.0,0.64,1.0,0.0,0.0,0.0,0.0,0.0,Probe
udp,private,SF,0,0,0,0,0,105,146,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,204,203,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,R2L
tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,1,0.16,0.0,0.84,1.0,0.0,1.0,0.0,255,1,0.0,0.94,0.0,0.0,0.15,0.0,0.85,1.0,Probe
udp,private,SF,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,254,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,R2L
tcp,telnet,SF,0,0,0,0,0,120,174,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,254,1.0,0.01,0.0,0.0,0.01,0.01,0.02,0.02,R2L
tcp,pop_3,SF,0,1,0,0,3,28,93,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,247,0.97,0.01,0.0,0.0,0.0,0.0,0.02,0.0,R2L
udp,private,SF,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,77,1,0.0,0.0,0.0,0.0,0.01,0.83,0.0,255,1,0.0,0.52,0.98,0.0,0.0,0.0,0.02,0.0,Probe
udp,private,SF,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R2L
tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.0,0.0,0.99,1.0,Probe
tcp,pop_3,SF,0,1,0,0,4,28,93,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,239,220,0.92,0.01,0.0,0.0,0.0,0.0,0.04,0.0,R2L
tcp,smtp,SF,0,1,0,0,2,4485,1125,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,1,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,R2L
tcp,ftp,SF,0,0,0,1,0,26,157,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,165,79,0.48,0.02,0.01,0.0,0.0,0.0,0.0,0.0,R2L
